id	invoice_no 	date	user_id	location_id	customer_id 	additional_fee	discount	total	payment	change	payment_type	status	posted_at	posted_by	voided_at	voided_by	created_at	updated_at
750	2022/2.754-15	15/02/2022			447			1100000	1100000	0		posted						
751	2022/2.755-15	15/02/2022			448	69000		2669000	2669000	0		posted						
752	2022/2.756-15	15/02/2022			448			180000	180000	0		posted						
753	2022/2.755-15	15/02/2022			442			550000	550000	0		posted						
754	2022/2.757-16	16/02/2022			444			158400	158400	0		posted						
755	2022/2.759-16	16/02/2022			369	60000		720000	720000	0		posted						
756	2022/2.760-16	16/02/2022			431	30000		244500	244500	0		posted						
757	2022/2.761-16	16/02/2022			449			1785000	1785000	0		posted						
758	2022/2.762-17	17/02/2022			301			645000	645000	0		posted						
759	2022/2.763-17	17/02/2022			450			1215000	1215000	0		posted						
760	2022/2.764-17	17/02/2022			440			840000	840000	0		posted						
761	2022/2.765-17	17/02/2022			202			115000	115000	0		posted						
762	2022/2.766-18	18/02/2022			388			780000	780000	0		posted						
763	2022/2.767-18	18/02/2022			451			1300000	1300000	0		posted						
764	2022/2.768-19	19/02/2022			260			10455000	10455000	0		posted						
765	2022/2.762-16	16/02/2022			452	50000		1555000	1555000	0		posted						
766	2022/2.769-19	19/02/2022			73			1250000	1250000	0		posted						
767	2022/3.771-25	19/02/2022			453			115000	115000	0		posted						
768	2022/2.772-22	22/02/2022			252			730000	730000	0		posted						
769	2022/2.773-22	22/02/2022			454	240000		1960000	1960000	0		posted						
770	2022/2.774-25	25/02/2022			445			970000	970000	0		posted						
771	2022/2.775-26	26/02/2022			455			338600	338600	0		posted						
772	2022/2.776-26	26/02/2022			456			1300000	1300000	0		posted						
773	2022/3.777-1	01/03/2022			380			1260000	1260000	0		posted						
774	2022/3.778-2	02/03/2022			450			322500	322500	0		posted						
775	2022/3.779-2	02/03/2022			457			360000	360000	0		posted						
776	2022/3.780-2	02/03/2022			445		10000	2416000	2416000	0		posted						
777	2022/3.781-3	03/03/2022			415			14250000	14250000	0		posted						
778	2022/3.782-3	03/03/2022			252			1280000	1280000	0		posted						
779	2022/3.783-3	03/03/2022			131			420000	420000	0		posted						
780	2022/3.784-3	03/03/2022			43			420000	420000	0		posted						
781	2022/3.785-3	03/03/2022			458			750000	750000	0		posted						
782	2022/3.786-3	03/03/2022			459			877800	877800	0		posted						
783	2022/3.787-3	03/03/2022			460			300000	300000	0		posted						
784	2022/3.788-4	04/03/2022			461			5550000	5550000	0		posted						
785	2022/3.788-4	04/03/2022			462			6100000	6100000	0		posted						
786	2022/3.790-4	04/03/2022			463			1320000	1320000	0		posted						
787	2022/3.791-4	04/03/2022			131			140000	140000	0		posted						
788	2022/3.792-4	04/03/2022			464			1080000	1080000	0		posted						
789	2022/3.793-25	04/03/2022			4			13600000	13600000	0		posted						
790	2022/3.793-4	04/03/2022			433			3435000	3435000	0		posted						
791	2022/3.795-5	05/03/2022			465			220000	220000	0		posted						
792	2022/3.796-5	05/03/2022			466			5580000	5580000	0		posted						
793	2022/3.797-5	05/03/2022			466			1500000	1500000	0		posted						
794	2022/3.798-5	05/03/2022			467			500000	500000	0		posted						
795	2022/3.799-7	07/03/2022			468	36000		2786000	2786000	0		posted						
796	2022/3.800-8	08/03/2022			466			2460000	2460000	0		posted						
797	2022/3.801-8	08/03/2022			411			720000	720000	0		posted						
798	2022/3.802-8	08/03/2022			131			930000	930000	0		posted						
799	2022/3.803-9	09/03/2022			131			115000	115000	0		posted						
800	2022/3.804-9	09/03/2022			131			90000	90000	0		posted						
801	2022/3.805-9	09/03/2022			469			1500000	1500000	0		posted						
802	2022/3.806-10	10/03/2022			470			1540000	1540000	0		posted						
803	2022/3.807-10	10/03/2022			462	30000		2310000	2310000	0		posted						
804	2022/3.808-10	10/03/2022			471			2205000	2205000	0		posted						
805	2022/3.809-11	11/03/2022			473			940000	940000	0		posted						
806	2022/3.810-11	11/03/2022			474			345000	345000	0		posted						
807	2022/3.811-11	11/03/2022			475			440000	440000	0		posted						
808	2022/3.812-11	11/03/2022			131			140000	140000	0		posted						
809	2022/3.813-11	11/03/2022			476			7625000	7625000	0		posted						
810	2022/3.814-12	12/03/2022			477			286000	286000	0		posted						
811	2022/3.815-12	12/03/2022			477			594000	594000	0		posted						
812	2022/3.816-12	12/03/2022			446			285000	285000	0		posted						
813	2022/3.817-12	12/03/2022			131			1520000	1520000	0		posted						
814	2022/3.818-12	12/03/2022			131			140000	140000	0		posted						
815	2022/3.819-13	13/03/2022			250			157700	157700	0		posted						
816	2022/3.820-13	13/03/2022			478			3200000	3200000	0		posted						
817	2022/3.821-14	14/03/2022			466			3400000	3400000	0		posted						
818	2022/3.822-14	14/03/2022			461			330000	330000	0		posted						
819	2022/3.823-25	14/03/2022			479	100000		1125000	1125000	0		posted						
820	2022/3.824-14	14/03/2022			388			442700	442700	0		posted						
821	2022/3.825-15	15/03/2022			480			330000	330000	0		posted						
822	2022/3.826-15	15/03/2022			1			280000	280000	0		posted						
823	2022/3.827-15	15/03/2022			131			225000	225000	0		posted						
824	2022/3.828-15	15/03/2022			480			110000	110000	0		posted						
825	2022/3.829-16	16/03/2022			131			280000	280000	0		posted						
826	2022/3.830-17	17/03/2022			131			520000	520000	0		posted						
827	2022/3.831-18	18/03/2022			481			990000	990000	0		posted						
828	2022/3.832-19	19/03/2022			482			3830000	3830000	0		posted						
829	2022/3.833-19	19/03/2022			483			255000	255000	0		posted						
830	2022/3.834-21	21/03/2022			131			370000	370000	0		posted						
831	2022/3.835-21	21/03/2022			431			485400	485400	0		posted						
832	2022/3.836-21	21/03/2022			224			485000	485000	0		posted						
833	2022/3.837-21	21/03/2022			484			4000000	4000000	0		posted						
834	2022/3.838-25	22/03/2022			485			9840000	9840000	0		posted						
835	2022/3.839-22	22/03/2022			393			1370000	1370000	0		posted						
836	2022/3.840-22	22/03/2022			486			600000	600000	0		posted						
837	2022/3.841-22	22/03/2022			487			179600	179600	0		posted						
838	2022/3.842-23	23/03/2022			461			945000	945000	0		posted						
839	2022/3.843-24	24/03/2022			488			5040000	5040000	0		posted						
840	2022/3.844-24	24/03/2022			417			367500	367500	0		posted						
841	2022/3.845-24	24/03/2022			489			990000	990000	0		posted						
842	2022/3.846-25	25/03/2022			490			980000	980000	0		posted						
843	2022/3.847-25	25/03/2022			131			115000	115000	0		posted						
844	2022/3.848-25	25/03/2022			131			150000	150000	0		posted						
845	2022/3.849-25	25/03/2022			131			600000	600000	0		posted						
846	2022/3.850-25	25/03/2022			491			990000	990000	0		posted						
847	2022/3.851-25	25/03/2022			131			90000	90000	0		posted						
848	2022/3.852-25	25/03/2022			415			4370000	4370000	0		posted						
849	2022/3.853-26	26/03/2022			474			700000	700000	0		posted						
850	2022/3.854-30	30/03/2022			492			115000	115000	0		posted						
851	2022/3.855-30	30/03/2022			493			230000	230000	0		posted						
852	2022/3.856-31	31/03/2022			185			445000	445000	0		posted						
853	2022/3.857-31	31/03/2022			158			1840000	1840000	0		posted						
854	2022/3.858-31	31/03/2022			1			280000	280000	0		posted						
855	2022/4.859-4	31/03/2022			494			6600000	6600000	0		posted						
856	2022/4.860-4	01/04/2022			131			420000	420000	0		posted						
857	2022/4.861-4	01/04/2022			131			345000	345000	0		posted						
858	2022/4.862-4	04/04/2022			131			112000	112000	0		posted						
859	2022/4.863-5	05/04/2022			435			1260000	1260000	0		posted						
860	2022/4.864-5	05/04/2022			495			125000	125000	0		posted						
861	2022/4.865-5	05/04/2022			496			420000	420000	0		posted						
862	2022/4.866-5	05/04/2022			431			360000	360000	0		posted						
863	2022/4.867-5	05/04/2022			497			1320000	1320000	0		posted						
864	2022/4.868-5	05/04/2022			369			1690000	1690000	0		posted						
865	2022/4.869-6	06/04/2022			498			3050000	3050000	0		posted						
866	2022/4.870-6	06/04/2022			131			115000	115000	0		posted						
867	2022/4.871-7	07/04/2022			498			660000	660000	0		posted						
868	2022/4.872-7	07/04/2022			109			1500000	1500000	0		posted						
869	2022/4.873-8	08/04/2022			15			560000	560000	0		posted						
870	2022/4.874-8	08/04/2022			369			190000	190000	0		posted						
871	2022/4.875-8	08/04/2022			500			1950000	1950000	0		posted						
872	2022/4.876-8	08/04/2022			131			230000	230000	0		posted						
873	2022/4.877-8	08/04/2022			501			1800000	1800000	0		posted						
874	2022/4.878-9	09/04/2022			502			670000	670000	0		posted						
875	2022/4.879-11	11/04/2022			503			1980000	1980000	0		posted						
876	2022/4.880-11	11/04/2022			503			155000	155000	0		posted						
877	2022/4.881-11	11/04/2022			504			2610000	2610000	0		posted						
878	2022/4.882-12	12/04/2022			466			760000	760000	0		posted						
879	2022/4.883-12	12/04/2022			466			380000	380000	0		posted						
880	2022/4.884-12	12/04/2022			466			1100000	1100000	0		posted						
881	2022/4.885-12	12/04/2022			505			990000	990000	0		posted						
882	2022/4.886-14	14/04/2022			506			550000	550000	0		posted						
883	2022/4.887-28	15/04/2022			507			1480000	1480000	0		posted						
884	2022/4.888-16	16/04/2022			477			280000	280000	0		posted						
885	2022/4.889-16	16/04/2022			500			269750	269750	0		posted						
886	2022/4.890-16	16/04/2022			466			1520000	1520000	0		posted						
887	2022/4.891-19	19/04/2022			508			1285000	1285000	0		posted						
888	2022/4.892-19	19/04/2022			509			825000	825000	0		posted						
889	2022/4.893-19	19/04/2022			510			440000	440000	0		posted						
890	2022/4.894-19	19/04/2022			511			250000	250000	0		posted						
891	2022/4.895-20	20/04/2022			512			1650000	1650000	0		posted						
892	2022/4.896-20	20/04/2022			512			1470000	1470000	0		posted						
893	2022/4.897-21	21/04/2022			508			715000	715000	0		posted						
894	2022/4.898-21	21/04/2022			513			660000	660000	0		posted						
895	2022/4.899-22	22/04/2022			514			150000	150000	0		posted						
896	2022/4.900-22	22/04/2022			510			420000	420000	0		posted						
897	2022/4.901-23	23/04/2022			510			550000	550000	0		posted						
898	2022/4.902-23	23/04/2022			515			300000	300000	0		posted						
899	2022/4.903-23	23/04/2022			131			140000	140000	0		posted						
900	2022/4.904-23	23/04/2022			131			140000	140000	0		posted						
901	2022/4.905-23	23/04/2022			229			175000	175000	0		posted						
902	2022/4.906-25	25/04/2022			516			140000	140000	0		posted						
903	2022/4.907-25	25/04/2022			131			1575000	1575000	0		posted						
904	2022/4.907-25	25/04/2022			517			345000	345000	0		posted						
905	2022/4.910-25	25/04/2022			131			270000	270000	0		posted						
906	2022/4.911-25	25/04/2022			518			220000	220000	0		posted						
907	2022/4.912-25	25/04/2022			507			120000	120000	0		posted						
908	2022/4.913-27	27/04/2022			519	50000		5405000	5405000	0		posted						
909	2022/4.914-27	27/04/2022			461			960000	960000	0		posted						
910	2022/4.915-27	27/04/2022			516			280000	280000	0		posted						
911	2022/4.916-27	27/04/2022			43			880000	880000	0		posted						
912	2022/4.917-27	27/04/2022			352			1710000	1710000	0		posted						
913	2022/4.918-27	27/04/2022			516			280000	280000	0		posted						
914	2022/4.919-28	28/04/2022			520			2100000	2100000	0		posted						
915	2022/4.920-29	29/04/2022			521			240000	240000	0		posted						
916	2022/4.921-29	29/04/2022			512			420000	420000	0		posted						
917	2022/4.922-30	30/04/2022			488			2060000	2060000	0		posted						
918	2022/5.923-4	04/05/2022			119			343600	343600	0		posted						
919	2022/5.924-4	04/05/2022			522			1870000	1870000	0		posted						
920	2022/5.925-4	04/05/2022			523			140000	140000	0		posted						
921	2022/5.926-5	05/05/2022			524			10170000	10170000	0		posted						
922	2022/5.927-5	05/05/2022			525			550000	550000	0		posted						
923	2022/5.928-5	05/05/2022			131			280000	280000	0		posted						
924	2022/5.929-5	05/05/2022			526			14760000	14760000	0		posted						
925	2022/5.930-6	06/05/2022			526			4920000	4920000	0		posted						
926	2022/5.931-6	06/05/2022			461			1500000	1500000	0		posted						
927	2022/5.932-6	06/05/2022			131			180000	180000	0		posted						
928	2022/5.933-7	07/05/2022			508			420000	420000	0		posted						
929	2022/5.934-7	07/05/2022			527			1600000	1600000	0		posted						
930	2022/5.935-7	07/05/2022			131			300000	300000	0		posted						
931	2022/5.936-9	09/05/2022			528			560000	560000	0		posted						
932	2022/5.937-9	09/05/2022			529			720000	720000	0		posted						
933	2022/5.938-9	09/05/2022			530			140000	140000	0		posted						
934	2022/5.939-9	09/05/2022			531			750000	750000	0		posted						
935	2022/5.940-10	10/05/2022			508			280000	280000	0		posted						
936	2022/5.941-10	10/05/2022			529			690000	690000	0		posted						
937	2022/5.942-10	10/05/2022			532			1365000	1365000	0		posted						
938	2022/5.943-11	11/05/2022			508			140000	140000	0		posted						
939	2022/5.944-11	11/05/2022			533			660000	660000	0		posted						
940	2022/5.945-11	11/05/2022			131			590000	590000	0		posted						
941	2022/5.946-11	11/05/2022			534			4160000	4160000	0		posted						
942	2022/5.947-11	11/05/2022			315			140000	140000	0		posted						
943	2022/5.948-12	12/05/2022			535			12090000	12090000	0		posted						
944	2022/5.949-13	13/05/2022			254			712500	712500	0		posted						
945	2022/5.950-14	14/05/2022			533			440000	440000	0		posted						
946	2022/5.951-14	14/05/2022			254			120000	120000	0		posted						
947	2022/5.952-14	14/05/2022			536			4020000	4020000	0		posted						
948	2022/5.953-16	16/05/2022			131			115000	115000	0		posted						
949	2022/5.954-16	16/05/2022			131			2800000	2800000	0		posted						
950	2022/5.955-17	17/05/2022			537			2400000	2400000	0		posted						
951	2022/5.956-17	17/05/2022			538			1320000	1320000	0		posted						
952	2022/5.957-17	17/05/2022			538			345000	345000	0		posted						
953	2022/5.958-17	17/05/2022			131			140000	140000	0		posted						
954	2022/5.959-17	17/05/2022			131			115000	115000	0		posted						
955	2022/5.960-17	17/05/2022			508			280000	280000	0		posted						
956	2022/5.961-17	17/05/2022			508			280000	280000	0		posted						
957	2022/5.962-17	17/05/2022			539			1500000	1500000	0		posted						
958	2022/5.963-18	18/05/2022			131			230000	230000	0		posted						
959	2022/5.964-18	18/05/2022			288			3840000	3840000	0		posted						
960	2022/5.965-18	18/05/2022			131			140000	140000	0		posted						
961	2022/5.966-18	18/05/2022			131			575000	575000	0		posted						
962	2022/5.967-19	19/05/2022			254			230000	230000	0		posted						
963	2022/5.968-19	19/05/2022			540			1450000	1450000	0		posted						
964	2022/5.969-20	20/05/2022			541			2440000	2440000	0		posted						
965	2022/5.970-21	21/05/2022			542			1160000	1160000	0		posted						
966	2022/5.971-21	21/05/2022			543			345000	345000	0		posted						
967	2022/5.972-21	21/05/2022			131			280000	280000	0		posted						
968	2022/5.973-24	24/05/2022			544			1000000	1000000	0		posted						
969	2022/5.974-24	24/05/2022			374			105000	105000	0		posted						
970	2022/5.975-25	25/05/2022			131			82500	82500	0		posted						
971	2022/5.976-25	25/05/2022			545			1980000	1980000	0		posted						
972	2022/5.977-25	25/05/2022			546			2765000	2765000	0		posted						
973	2022/5.978-25	25/05/2022			131			140000	140000	0		posted						
974	2022/5.979-25	25/05/2022			547			4520000	4520000	0		posted						
975	2022/5.980-25	25/05/2022			131			330000	330000	0		posted						
976	2022/5.981-25	25/05/2022			548			1770000	1770000	0		posted						
977	2022/5.982-25	25/05/2022			131			1000000	1000000	0		posted						
978	2022/5.983-28	28/05/2022			549			270000	270000	0		posted						
979	2022/5.984-30	30/05/2022			550			500000	500000	0		posted						
980	2022/5.985-30	30/05/2022			374			115000	115000	0		posted						
981	2022/5.986-30	30/05/2022			551			640000	640000	0		posted						
982	2022/5.987-31	31/05/2022			552			920000	920000	0		posted						
983	2022/5.988-31	31/05/2022			415			1300000	1300000	0		posted						
984	2022/5.989-31	31/05/2022			271			1200000	1200000	0		posted						
985	2022/5.990-31	31/05/2022			553			410000	410000	0		posted						
986	2022/5.991-31	31/05/2022			554			840000	840000	0		posted						
987	2022/5.992-31	31/05/2022			131			140000	140000	0		posted						
988	2022/6.993-1	01/06/2022			555			840000	840000	0		posted						
989	2022/6.994-1	01/06/2022			556			650000	650000	0		posted						
990	2022/6.995-1	01/06/2022			552			140000	140000	0		posted						
991	2022/6.996-1	01/06/2022			540			1000000	1000000	0		posted						
992	2022/6.997-1	01/06/2022			557			1040000	1040000	0		posted						
993	2022/6.998-2	02/06/2022			552			405000	405000	0		posted						
994	2022/6.999-2	02/06/2022			558			2760000	2760000	0		posted						
995	2022/6.1000-2	02/06/2022			535			5475000	5475000	0		posted						
996	2022/6.1001-3	03/06/2022			131			280000	280000	0		posted						
997	2022/6.1002-4	04/06/2022			552			140000	140000	0		posted						
998	2022/6.1003-4	04/06/2022			552			700000	700000	0		posted						
999	2022/6.1004-6	06/06/2022			559			2120000	2120000	0		posted						
1000	2022/6.1005-6	06/06/2022			431			150000	150000	0		posted						
1001	2022/6.1006-6	06/06/2022			131			280000	280000	0		posted						
1002	2022/6.1007-8	08/06/2022			460			540000	540000	0		posted						
1003	2022/6.1008-9	09/06/2022			131			1500000	1500000	0		posted						
1004	2022/6.1009-9	09/06/2022			131			200000	200000	0		posted						
1005	2022/6.1010-9	09/06/2022			560			7280000	7280000	0		posted						
1006	2022/6.1011-11	10/06/2022			392			945000	945000	0		posted						
1007	2022/6.1012-11	11/06/2022			540			990000	990000	0		posted						
1008	2022/6.1013-14	14/06/2022			490			220000	220000	0		posted						
1009	2022/6.1014-15	15/06/2022			499			600000	600000	0		posted						
1010	2022/6.1015-15	15/06/2022			499			600000	600000	0		posted						
1011	2022/6.1016-15	15/06/2022			369			190000	190000	0		posted						
1012	2022/6.1017-16	16/06/2022			561			2500000	2500000	0		posted						
1013	2022/6.1018-22	22/06/2022			547			980000	980000	0		posted						
1014	2022/6.1019-22	22/06/2022			131			420000	420000	0		posted						
1015	2022/6.1020-24	24/06/2022			547			700000	700000	0		posted						
1016	2022/6.1021-24	24/06/2022			562			3296250	3296250	0		posted						
1017	2022/6.1022-27	27/06/2022			563		50000	1700000	1700000	0		posted						
1018	2022/6.1023-28	28/06/2022			564			1500000	1500000	0		posted						
1019	2022/6.1024-28	28/06/2022			397			300000	300000	0		posted						
1020	2022/6.1025-28	28/06/2022			565			540000	540000	0		posted						
1021	2022/6.1026-28	28/06/2022			131			240000	240000	0		posted						
1022	2022/6.1027-29	29/06/2022			230			2960000	2960000	0		posted						
1023	2022/6.1028-29	29/06/2022			131			324000	324000	0		posted						
1024	2022/6.1029-29	29/06/2022			415			7220000	7220000	0		posted						
1025	2022/7.1030-4	04/07/2022			566			5188400	5188400	0		posted						
1026	2022/7.1031-5	05/07/2022			358			410000	410000	0		posted						
1027	2022/7.1032-5	05/07/2022			358			410000	410000	0		posted						
1028	2022/7.1033-5	05/07/2022			302			200000	200000	0		posted						
1029	2022/7.1034-6	06/07/2022			567			360000	360000	0		posted						
1030	2022/7.1035-6	06/07/2022			567			100000	100000	0		posted						
1031	2022/7.1036-6	06/07/2022			568			175000	175000	0		posted						
1032	2022/7.1037-6	06/07/2022			131			180000	180000	0		posted						
1033	2022/7.1038-6	06/07/2022			465			760000	760000	0		posted						
1034	2022/7.1039-7	07/07/2022			131			170000	170000	0		posted						
1035	2022/7.1040-7	07/07/2022			437			1200000	1200000	0		posted						
1036	2022/7.1041-8	08/07/2022			569			1500000	1500000	0		posted						
1037	2022/7.1042-11	11/07/2022			570			4930000	4930000	0		posted						
1038	2022/7.1043-11	11/07/2022			424			540000	540000	0		posted						
1039	2022/7.1044-13	13/07/2022			571		500000	8860000	8860000	0		posted						
1040	2022/7.1045-13	13/07/2022			572	10000		585000	585000	0		posted						
1041	2022/7.1046-15	15/07/2022			573			700000	700000	0		posted						
1042	2022/7.1047-15	15/07/2022			131			991000	991000	0		posted						
1043	2022/7.1048-15	15/07/2022			566			345000	345000	0		posted						
1044	2022/7.1049-15	15/07/2022			131			230000	230000	0		posted						
1045	2022/7.1050-16	16/07/2022			574			200000	200000	0		posted						
1046	2022/7.1051-18	18/07/2022			131			180000	180000	0		posted						
1047	2022/7.1052-18	18/07/2022			575			460000	460000	0		posted						
1048	2022/7.1053-20	20/07/2022			573			700000	700000	0		posted						
1049	2022/7.1054-21	21/07/2022			576		30000	5200000	5200000	0		posted						
1050	2022/7.1055-21	21/07/2022			415			16660000	16660000	0		posted						
1051	2022/7.1056-21	21/07/2022			392			1430000	1430000	0		posted						
1052	2022/7.1057-22	22/07/2022			374			1020000	1020000	0		posted						
1053	2022/7.1058-23	23/07/2022			131			280000	280000	0		posted						
1054	2022/7.1059-23	23/07/2022			131			250000	250000	0		posted						
1055	2022/7.1060-25	25/07/2022			577			1200000	1200000	0		posted						
1056	2022/7.1061-26	26/07/2022			578			805000	805000	0		posted						
1057	2022/7.1062-26	26/07/2022			579			850000	850000	0		posted						
1058	2022/7.1063-26	26/07/2022			579			400000	400000	0		posted						
1059	2022/7.1064-26	26/07/2022			580			1820000	1820000	0		posted						
1060	2022/7.1065-26	26/07/2022			578			575000	575000	0		posted						
1061	2022/7.1066-26	26/07/2022			578			115000	115000	0		posted						
1062	2022/7.1067-27	27/07/2022			560			3630000	3630000	0		posted						
1063	2022/7.1068-27	27/07/2022			581			630000	630000	0		posted						
1064	2022/7.1069-27	27/07/2022			131			80000	80000	0		posted						
1065	2022/7.1070-28	28/07/2022			428			660000	660000	0		posted						
1066	2022/7.1071-29	29/07/2022			570			3262500	3262500	0		posted						
1067	2022/7.1072-29	29/07/2022			131			115000	115000	0		posted						
1068	2022/7.1073-30	30/07/2022			582			5000000	5000000	0		posted						
1069	2022/8.1074-1	01/08/2022			583			1250000	1250000	0		posted						
1070	2022/8.1075-1	01/08/2022			584			1680000	1680000	0		posted						
1071	2022/8.1076-1	01/08/2022			131			115000	115000	0		posted						
1072	2022/8.1077-1	01/08/2022			585			1350000	1350000	0		posted						
1073	2022/8.1078-1	01/08/2022			586			1140000	1140000	0		posted						
1074	2022/8.1079-2	02/08/2022			587			1700000	1700000	0		posted						
1075	2022/8.1080-3	03/08/2022			588			700000	700000	0		posted						
1076	2022/8.1081-4	04/08/2022			305			1765000	1765000	0		posted						
1077	2022/8.1082-4	04/08/2022			589	50000		3450000	3450000	0		posted						
1078	2022/8.1083-4	04/08/2022			590			1200000	1200000	0		posted						
1079	2022/8.1084-6	06/08/2022			374			460000	460000	0		posted						
1080	2022/8.1085-6	06/08/2022			582			4600000	4600000	0		posted						
1081	2022/8.1086-6	06/08/2022			591			1500000	1500000	0		posted						
1082	2022/8.1087-6	06/08/2022			592			4070000	4070000	0		posted						
1083	2022/8.1088-6	06/08/2022			305			555000	555000	0		posted						
1084	2022/8.1089-6	06/08/2022			593			1750000	1750000	0		posted						
1085	2022/8.1090-8	08/08/2022			499			770000	770000	0		posted						
1086	2022/8.1091-9	09/08/2022			131			690000	690000	0		posted						
1087	2022/8.1092-11	11/08/2022			588			700000	700000	0		posted						
1088	2022/8.1093-11	11/08/2022			131			230000	230000	0		posted						
1089	2022/8.1094-11	11/08/2022			594			1050000	1050000	0		posted						
1090	2022/8.1095-13	13/08/2022			588			700000	700000	0		posted						
1091	2022/8.1096-13	13/08/2022			566			1260000	1260000	0		posted						
1092	2022/8.1097-13	13/08/2022			131			180000	180000	0		posted						
1093	2022/8.1098-16	16/08/2022			388			1150000	1150000	0		posted						
1094	2022/8.1099-16	16/08/2022			595			500000	500000	0		posted						
1095	2022/8.1100-18	18/08/2022			388			1150000	1150000	0		posted						
1096	2022/8.1101-18	18/08/2022			131			410000	410000	0		posted						
1097	2022/8.1102-20	20/08/2022			596			1500000	1500000	0		posted						
1098	2022/8.1103-20	20/08/2022			478			3000000	3000000	0		posted						
1099	2022/8.1104-20	20/08/2022			388			1380000	1380000	0		posted						
1100	2022/8.1105-20	20/08/2022			582			1150000	1150000	0		posted						
1101	2022/8.1106-20	20/08/2022			131			1000000	1000000	0		posted						
1102	2022/8.1107-20	20/08/2022			362			345000	345000	0		posted						
1103	2022/8.1108-22	22/08/2022			582			1610000	1610000	0		posted						
1104	2022/8.1109-22	22/08/2022			588			875000	875000	0		posted						
1105	2022/8.1110-22	22/08/2022			597			975000	975000	0		posted						
1106	2022/8.1111-22	22/08/2022			131			230000	230000	0		posted						
1107	2022/8.1112-23	23/08/2022			582			1150000	1150000	0		posted						
1108	2022/8.1113-23	23/08/2022			191			2750000	2750000	0		posted						
1109	2022/8.1114-23	23/08/2022			131			999000	999000	0		posted						
1110	2022/8.1115-23	23/08/2022			596			380000	380000	0		posted						
1111	2022/8.1116-23	23/08/2022			598			700000	700000	0		posted						
1112	2022/8.1117-23	23/08/2022			599			705000	705000	0		posted						
1113	2022/8.1118-24	23/08/2022			560			3300000	3300000	0		posted						
1114	2022/8.1119-23	23/08/2022			600			460000	460000	0		posted						
1115	2022/8.1120-24	24/08/2022			601			2810000	2810000	0		posted						
1116	2022/8.1121-24	24/08/2022			602			8400000	8400000	0		posted						
1117	2022/8.1122-24	24/08/2022			582			920000	920000	0		posted						
1118	2022/8.1123-24	24/08/2022			499			345000	345000	0		posted						
1119	2022/8.1124-24	24/08/2022			566			540000	540000	0		posted						
1120	2022/8.1125-24	24/08/2022			131			400000	400000	0		posted						
1121	2022/8.1126-25	25/08/2022			374			400000	400000	0		posted						
1122	2022/8.1127-25	25/08/2022			415			19430000	19430000	0		posted						
1123	2022/8.1128-25	25/08/2022			603			14100000	14100000	0		posted						
1124	2022/8.1129-25	25/08/2022			604			11475000	11475000	0		posted						
1125	2022/8.1130-25	25/08/2022			605			120000	120000	0		posted						
1126	2022/8.1131-25	25/08/2022			131			300000	300000	0		posted						
1127	2022/8.1132-26	26/08/2022			598			600000	600000	0		posted						
1128	2022/8.1133-26	26/08/2022			588			875000	875000	0		posted						
1129	2022/8.1134-26	26/08/2022			131			1200000	1200000	0		posted						
1130	2022/8.1135-27	27/08/2022			131			450000	450000	0		posted						
1131	2022/8.1136-27	27/08/2022			606			2000000	2000000	0		posted						
1132	2022/8.1137-27	27/08/2022			582			1150000	1150000	0		posted						
1133	2022/8.1138-27	27/08/2022			582			414000	414000	0		posted						
1134	2022/8.1139-27	27/08/2022			607			3150000	3150000	0		posted						
1135	2022/8.1140-29	29/08/2022			592			4275000	4275000	0		posted						
1136	2022/8.1141-29	29/08/2022			608	80000		1430000	1430000	0		posted						
1137	2022/8.1142-29	29/08/2022			424			1000000	1000000	0		posted						
1138	2022/8.1143-29	29/08/2022			131			1000000	1000000	0		posted						
1139	2022/8.1144-30	30/08/2022			588			887500	887500	0		posted						
1140	2022/8.1145-31	31/08/2022			131			255000	255000	0		posted						
1141	2022/8.1146-31	31/08/2022			604			500000	500000	0		posted						
1142	2022/8.1147-31	31/08/2022			131			330000	330000	0		posted						
1143	2022/8.1148-31	31/08/2022			609			1115000	1115000	0		posted						
1144	2022/8.1149-31	31/08/2022			610			68909000	68909000	0		posted						
1145	2022/9.1150-1	01/09/2022			478			4800000	4800000	0		posted						
1146	2022/9.1151-2	02/09/2022			609			100000	100000	0		posted						
1147	2022/9.1152-2	02/09/2022			611	32000		2876000	2876000	0		posted						
1148	2022/9.1153-2	02/09/2022			210			3200000	3200000	0		posted						
1149	2022/9.1154-2	02/09/2022			612			21625000	21625000	0		posted						
1150	2022/9.1155-2	02/09/2022			613			1080000	1080000	0		posted						
1151	2022/9.1156-3	03/09/2022			131	15000		130000	130000	0		posted						
1152	2022/9.1157-3	03/09/2022			614			1750000	1750000	0		posted						
1153	2022/9.1158-3	03/09/2022			615			230000	230000	0		posted						
1154	2022/9.1159-5	05/09/2022			131			115000	115000	0		posted						
1155	2022/9.1160-7	07/09/2022			616			1050000	1050000	0		posted						
1156	2022/9.1161-7	07/09/2022			616			85000	85000	0		posted						
1157	2022/9.1162-7	07/09/2022			131			1000000	1000000	0		posted						
1158	2022/9.1163-8	08/09/2022			617			1072500	1072500	0		posted						
1159	2022/9.1164-9	09/09/2022			618			600000	600000	0		posted						
1160	2022/9.1165-10	10/09/2022			619			2425000	2425000	0		posted						
1161	2022/9.1166-10	10/09/2022			620			4100000	4100000	0		posted						
